No,Project_name,Municipality,Sector,Currency,Budget,YearStart,YearEnd,Funding_Donor,Implementing_Partner,Status,SDG_Alignment,NSDP_Alignment,duration_years,project_status,budget_clean,unit_of_analysis,activity_group,beneficiary_data_available,budget_normalized,derived_status,level_areas
154,Extension Runway 08/26 in the East/West area IPNL Dili Airport,Dili,Construction,USD,854815.0,2025,2026.0,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,8548150.0,Activity record,,False,True,True,Municipality
159,Construction and Supervision of Tasi Tolu Four-Way Roads,Dili,Construction,USD,500000.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,5000000.0,Activity record,,False,True,True,Municipality
416,Roads and Bridges - Maintenance and repair of roads bridges and drainage systems; Human Resources Management,Dili,Construction,USD,434573.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,4345730.0,Activity record,,False,True,True,Municipality
417,Rural and Urban Development - Construction and rehabilitation of public buildings in the municipality,Dili,Construction,USD,153473.0,2025,,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,1534730.0,Activity record,,False,True,True,Municipality
209,Construction of a dignified and public facility in the municipality of Ermera,Ermera,Construction,USD,4380.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,43800.0,Activity record,,False,True,True,Municipality
436,Roads and Bridges - Construction of Roads and Bridges; Maintenance and Conservation of Roads and Bridges,Ermera,Construction,USD,133984.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,1339840.0,Activity record,,False,True,True,Municipality
636,Road Rehabilitation and Construction of Drainage and Culverts - Batumanu - PDIM,Ermera,Construction,USD,299287.0,2023,2023.0,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,5. Job & Social Protection,2. Infrastructure Development,,,2992870.0,Activity record,,False,True,True,Municipality
651,Road Rehabilitation - Tidibesi 1 - PDIM,Ermera,Construction,USD,251270.0,2024,2025.0,"Gov of Japan, Gov TL, UNDP",GovTL,Ongoing - Active,1. Transformation Food Systems,2. Infrastructure Development,,,2512700.0,Activity record,,False,True,True,Municipality
652,Road Rehabilitation - Tidibesi 2 - PDIM,Ermera,Construction,USD,227788.0,2024,2025.0,"Gov of Japan, Gov TL, UNDP",GovTL,Ongoing - Active,1. Transformation Food Systems,2 infrastructure development,,,2277880.0,Activity record,,False,True,True,Municipality
653,Road Rehabilitation and Drains - Lauala - Talikotu 1 - PDIM,Ermera,Construction,USD,180633.0,2024,2025.0,"Gov of Japan, Gov TL, UNDP",GovTL,Ongoing - Active,1. Transformation Food Systems,2 infrastructure development,,,1806330.0,Activity record,,False,True,True,Municipality
654,Road Rehabilitation and Drains - Lauala - Talikotu 2 - PDIM,Ermera,Construction,USD,252284.0,2024,2025.0,"Gov of Japan, Gov TL, UNDP",GovTL,Ongoing - Active,1. Transformation Food Systems,2 infrastructure development,,,2522840.0,Activity record,,False,True,True,Municipality
456,Roads and Bridges - Construction of Roads and Bridges; Maintenance and Conservation of Roads and Bridges,Lautem,Construction,USD,105743.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,1057430.0,Activity record,,False,True,True,Municipality
639,Road Rehabilitation - Warique - Baniria - PDIM,Lautem,Construction,USD,222655.0,2023,2023.0,"Gov of Japan, Gov TL, UNDP",GovTL,Completed,5. Job & Social Protection,2. Infrastructure Development,,,2226550.0,Activity record,,False,True,True,Municipality
658,Road Rehabilitation - Osoira - Alira - PDIM,Lautem,Construction,USD,58682.0,2024,2025.0,"Gov of Japan, Gov TL, UNDP",GovTL,Ongoing - Active,1. Transformation Food Systems,2 infrastructure development,,,586820.0,Activity record,,False,True,True,Municipality
660,Road Rehabilitation - Barikava - Osuvasu - PDIM,Lautem,Construction,USD,39517.0,2024,2025.0,"Gov of Japan, Gov TL, UNDP",GovTL,Ongoing - Active,1. Transformation Food Systems,2 infrastructure development,,,395170.0,Activity record,,False,True,True,Municipality
474,Roads and Bridges - Construction of Roads and Bridges; Maintenance and Conservation of Roads and Bridges,Liquica,Construction,USD,91225.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,912250.0,Activity record,,False,True,True,Municipality
664,Road Rehabilitation - Pobua 1 - PDIM,Liquica,Construction,USD,283619.0,2024,2025.0,"Gov of Japan, Gov TL, UNDP",GovTL,Ongoing - Active,1. Transformation Food Systems,2 infrastructure development,,,2836190.0,Activity record,,False,True,True,Municipality
665,Road Rehabilitation - Pobua 2 - PDIM,Liquica,Construction,USD,208552.0,2024,2025.0,"Gov of Japan, Gov TL, UNDP",GovTL,Ongoing - Active,1. Transformation Food Systems,2 infrastructure development,,,2085520.0,Activity record,,False,True,True,Municipality
158,Road Network Upgrading Project for Laclubar - natarbora,Manatuto,Construction,USD,1074642.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,10746420.0,Activity record,,False,True,True,Municipality
206,Construction of a dignified and public facility in the municipality of Manatuto,Manatuto,Construction,USD,4380.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,43800.0,Activity record,,False,True,True,Municipality
